Unidade da Federação;2011/Jan;2011/Fev;2011/Mar;2011/Abr;2011/Mai;2011/Jun;2011/Jul;2011/Ago;2011/Set;2011/Out;2011/Nov;2011/Dez;2012/Jan;2012/Fev;2012/Mar;2012/Abr;2012/Mai;2012/Jun;2012/Jul;2012/Ago;2012/Set;2012/Out;2012/Nov;2012/Dez;2013/Jan;2013/Fev;2013/Mar;2013/Abr;2013/Mai;2013/Jun;2013/Jul;2013/Ago;2013/Set;2013/Out;2013/Nov;2013/Dez;2014/Jan;2014/Fev;2014/Mar;2014/Abr;2014/Mai;2014/Jun;2014/Jul;2014/Ago;2014/Set;2014/Out;2014/Nov;2014/Dez;2015/Jan;2015/Fev;2015/Mar;2015/Abr;2015/Mai;2015/Jun;2015/Jul;2015/Ago;2015/Set;2015/Out;2015/Nov;2015/Dez;2016/Jan;2016/Fev;2016/Mar;2016/Abr;2016/Mai;2016/Jun;2016/Jul;2016/Ago;2016/Set;2016/Out;2016/Nov;2016/Dez;2017/Jan;2017/Fev;2017/Mar;2017/Abr;2017/Mai;2017/Jun;2017/Jul;2017/Ago;2017/Set;2017/Out;2017/Nov;2017/Dez;2018/Jan;2018/Fev;2018/Mar;2018/Abr;2018/Mai;2018/Jun;2018/Jul;2018/Ago;2018/Set;2018/Out;2018/Nov;2018/Dez;2019/Jan;2019/Fev;2019/Mar;2019/Abr;2019/Mai;2019/Jun;2019/Jul;2019/Ago;2019/Set;2019/Out;2019/Nov;2019/Dez;2020/Jan;2020/Fev;2020/Mar;2020/Abr;2020/Mai;2020/Jun;2020/Jul;2020/Ago;2020/Set;2020/Out;2020/Nov;2020/Dez
27 Alagoas;11056588,96;11826444,96;13178546,52;12260249,74;13929545,92;13077770,57;12384682,24;13505516,97;12250970,37;12510919,09;11794795,34;11053272,2;12151182,51;11536047,61;13019839,94;11788484,17;13059475,04;12106325,02;12853130,25;12691505,6;12142641,64;12860470,41;12235107,81;11677594,3;12748616,09;11538711,5;13929831,86;14402311,14;14843128,3;14700061,89;15446777,61;14224278,78;14662410,51;15036685,57;13674581,11;12076711,03;19922273,36;12326390,97;13645520,42;13400953,47;14397326,03;13684981,7;14843506,14;14481399;15446004,19;15365196,67;14445440,07;13376886,78;13274867,57;12199758,61;16548372,34;14874492,31;15273214,63;14996967,34;15291175,7;14585768,59;14206904,05;14856147,85;14297047,54;13726685,97;13657665,17;13006011,79;15636976,37;14666913,83;15728442,55;15088153,62;15729568,42;16325627,2;14222780,25;14796600,93;13923196,77;13025633,74;14996124,94;13333879,77;16232587,23;15260073,74;16734816,88;15508169,95;16475134,53;16993183,55;16039891,1;16428152,87;16460836,29;15069229,61;16413833,71;14108283,71;17291774,71;18077005,49;18191826,64;16601616,44;18017803,2;18221249,82;16273547,19;18387186,62;16208984,27;14723252,84;18052738,53;16437146,09;16383367,36;16967319,09;18401780,88;16671480,61;18022804,33;17668105,59;17495759,86;18393409,21;16437847,47;15992990,55;17349331,83;15281754,69;16094497,86;14759804,74;17254073,33;18389779,41;18364275,04;16504319,16;16407975,09;16002671,3;12947494,24;6085293,34
28 Sergipe;6968224,01;6118138,09;6691472,7;6940307,06;7303909,16;6571158,61;6758626,62;7010745,78;6236863,39;6642982,53;6490917,25;6774334,41;7212872,09;6689285,5;7241289,82;6759208,52;7672774,96;7033729,91;6670113,21;6981434,92;6716706;7302294,37;6495979,81;6351967,46;7207953,06;6313899,86;7354369,34;7574311,16;7218462,89;7087563,73;6987961,76;7242863,23;7102433,26;7518507,56;6724924,91;6559904,26;7468888,42;6637162,8;7020003,05;7177930,28;7457106,46;6733743,2;6671295,58;6989490;8112680,4;7590057,9;7590459,19;6596047,21;7843092,34;7196944,68;8405314,98;8521463,9;8862222,82;7653250,31;8606222,14;8804258,42;8925787,57;8627422,05;8374171,44;6775642,7;7557370,33;8189897,18;9250036,66;8759100,78;8945155,8;9094975,37;9022040,57;7484338,2;9187980,01;8389736,81;7510959,82;7362904,21;8276586,07;7851142,77;8566628,4;8505926,22;9086764,55;8668664,29;9021660,6;8965880,62;8464509,21;8679325,84;7578998,17;7350893,95;9313556,4;7817772,09;9831536,21;8649405,83;9127323,57;9141588,81;9026038,83;9572164,12;9027721,47;10090346,14;8939051,71;8885595,93;10053403,21;9465338,97;9455876,39;10229651,99;11156849,6;9818775,39;10144599,12;10075280,52;9640019,09;9975928,44;9282433,76;9236208,13;9618010,11;9177065,26;9215977,57;8715924,8;9415099,62;10453877,84;11288266,87;11906935,45;10112179,02;7711351,69;3902341,73;2130035,66
29 Bahia;53682160,16;50670136,97;54919845,32;54324039,31;56094527,67;52211711,68;55144668,28;63014864,75;55095561,14;56919929,05;53594727,48;52884589,16;56236870,8;51303198,23;60628158,17;56054194,58;60521448,27;56236173,44;59433810,78;59215996,5;54813906,57;55997422,52;54731182,06;53991405,45;55582899,08;49629501,64;57985297,33;60189169,87;61450345,67;57608156,48;63266197,29;62286913,64;62163833,25;64729268,56;59202730,98;57277468,21;62660294,96;58834155,47;61074497,07;63254502,77;66194573,43;58217043,79;66299078,59;65818877,3;66015119,03;67823024,71;61456686,05;58530316,47;61136061,85;54957130,05;69408038,96;63117816,99;66628463,92;64203496,81;68297757,99;68367732,63;66487059,16;66313885,35;67210351,43;59462190,64;65518713,13;62769485,03;72375975,64;67426417,97;70806318,27;67059111,05;70755994,79;73472651,35;68463859,19;68140982,51;64219526,49;61669178,59;68633373,49;60422623,96;72167700,1;65666739,94;75554813,24;67489755,47;71945113,75;74161594,8;68147188,92;71759701,99;68345009,86;64802793,52;70347355,67;60861862,9;68977621,88;70895899,4;73083665,68;68387912,03;74877735,12;74697458,17;70616508,53;76593857,76;71546617,87;67581328,46;70109979,52;66836429,28;69967271,14;73294041,91;79422003,11;70572836,97;79589721,44;77871380,03;75448586,71;79054838,99;72319532,73;68645595,4;74395525,62;67783116,8;70949742,13;60130760,78;66259387,56;78562166,76;90703266,92;85229338,89;74802274,48;70032575,68;51937051,8;28294256,94
31 Minas Gerais;107762318,2;103149387,5;111077091,8;106094329,3;115487199,4;110062460,9;110096959,7;114967082,9;109760526,2;111445298,7;107455123,4;107712368,2;119748367,4;107156833,6;122168635,4;112569278,7;125672293,8;115771980,8;122012643,6;123937092,9;114792200,9;122099210,6;112211647,3;110269165,4;120425915,6;107903261,9;126136819,4;131252895,3;128908897,6;126760037,8;132088496,9;130232417,9;128840083,4;134281134,7;123888837;124208668,3;134156154,8;127951654,3;135684814,7;138386168,5;144303552,9;134143143,5;142596691,5;138788757,7;139262594,4;143690245,5;136080717,1;131246517,7;131695638,7;126054319,1;150875041,3;142602971,4;146104517,6;142895531;137939925,5;140776921,5;137733786;140162222;134382139,4;129642608,7;131130880,5;127373192,2;144111186,5;136015892,7;143187119,4;140730742,1;137010756,1;143759375,1;136162888,5;138419718,8;129528892,5;132628617,7;139068519,5;129336435,6;150297890,7;136720268,6;153430593,2;144301776,5;147543835,1;156065029,3;142290273;148323348,4;142323944,8;138355836,9;146506787,3;130724306,3;151502308,8;150696217,4;153599221,1;150258685,8;156710472,3;160480554,6;145998611,1;157275331,5;148172784;145415006,1;153218854,1;142686959,2;151966028,6;157944454;163640205;154166781,7;166768457,3;161770845,4;157434020,6;166156838,7;152160063,1;152451672,9;158249745,2;141459547,1;147636880,6;127417568,6;142728948,7;157200057,7;177228901,3;179922182,6;173098729,2;147466966,4;114656878,1;61139923,06
32 Espírito Santo;16030031,21;15811419,6;17702137,74;16397384,2;17707422,11;17618976,32;17455886,16;19188610,12;16778443,83;17491493,7;17527151,96;16297807,56;17148053,04;16786617,91;18660232,19;17052617,59;18723134,38;18137860,29;19880778,72;19375502,24;19258247,92;19200340,35;17956886,69;18264308,06;19123320,52;17941358,17;19869295,44;19890295,23;19979773,02;19406981,92;20365841,76;20876552,66;19758345,74;21145926,8;19684239,72;18868882,32;19447016,21;19411985,68;20977963,39;20372658,3;22330461,67;21090092,17;21982169,59;22804987,55;21863103,85;22522368,57;21389486,83;20805510,82;21106263,86;20051267,68;24110409,95;21302634,65;22841140,15;22570531,17;25126290,22;23284860,41;22397181,09;23697420,39;22834101,87;22484167,74;23555315,86;22336137,3;26420496,56;24355707,5;26580947,54;24891774,42;26246462,99;26136014,92;23782872,02;24716633,41;24409271,46;25304919,68;24961550,27;22510666,96;27035407,52;24900816,95;26707993,4;25313642,38;26021925,5;26797874,7;25336305,29;26875836,29;25257656,9;24276121,39;25480248,19;22686672,67;25266729,61;25975106,39;27444564,56;24444622,13;25716796,37;25498522,61;24338227,14;26158845,99;24671664,41;24683685,86;25201039,31;24710171,75;26740727,97;25983304,03;28690916,87;25936888,97;28550512,79;29315129,27;27519132,91;29788885,15;26294165,36;25250918,87;27615604,26;26601451,82;26689904,87;24003052,09;29290756,45;31958199,08;41931102,65;36347865,92;33798584,72;29923704,17;22144266,85;9361636,03
33 Rio de Janeiro;74005618,29;61132335,78;55336478,84;55812434,79;59080787,3;55205971,21;54555966,41;57983996,55;53236511,04;53048189,43;49799935,96;47982923,26;66743488,83;47271040,5;59364254,15;54026539,24;60762249,18;55999938,26;56498503,52;58536402,2;53086362,88;57971247,13;51672710,75;47834777,07;101917918,8;51188843,43;57567316,16;63690931,99;63782414,91;61664799,2;60985235,1;61563419,04;59711097,34;60853212,32;54064151,89;53139176,9;66992604,15;56541621,05;60614378,81;58597626,27;62151418,02;63675880,15;66150757,15;64974113,77;65169888,21;64019159,92;60378829,56;62292286,3;65278069,41;57671955,16;67962127,92;62421704,22;71147120;69579676,62;73724986,09;68664434,52;66645351,77;68074735,82;63522078,02;60041341,61;66250727,39;60063364,74;68760099,96;62945056,52;65538956,41;64790085,64;85033152,07;68595870,92;63534712,4;63965049,96;59535227,09;61482773,22;68128958,05;61393830,62;70328580,24;64545754,18;74432986,99;69898762,53;73191730,24;74658628,41;68777454,39;73141535,83;69337654,99;67362519,42;72419455,21;65049798,62;74412979,43;74565790,85;79357693,31;75960869,14;77552615,95;78869304,72;72863375,51;79173840,81;73997598,6;70791772,3;79592314,36;74033804,26;75024323,54;76803799,87;82595813,53;78528294,6;88123931,41;83516760,38;81487830,63;82433309,08;74733571,76;75068064,19;80259014,18;73056558,38;74514636,36;69315916,33;89697827,67;87756245,37;95412668;88905829,74;79446721,07;72081147,42;64163491,05;36905649,24
35 São Paulo;229121460,5;221633697,1;241426191,4;229878431,2;250807286,1;236866299;240252743,1;247861827,1;233342046,4;232209764;223432843,1;208331076,2;236841256,2;219438348,3;245982724,5;230989264,2;251723455,4;234353539,3;244312102,8;252237947,7;238247055;279207779;225815026;215850187,4;253242207;222517868,6;255013708,3;262684842,6;262592348,6;254060216;263116302,8;265940102,6;261862659,6;284554413,5;248074121,6;230541601,7;269632884;250428646,6;264173913,5;258838109,5;279748766;263495803,3;277961178,7;278423465,2;283796838,6;277294379,5;256224381,2;241754107,1;265733740,6;238296778,3;285476386,4;265046438,7;277023026,3;272091804,9;275725459,3;279514735,7;265557508,5;265675914,5;254616847,7;244070183,5;260519704,5;249810807,9;281521903;266871232,1;277258743,7;277955340,3;271390553;278998581,7;265902197,4;266362757,5;257195560,9;247822976,2;271044480,2;247374711,7;289079893,5;263535816,1;292167240,7;274373970,8;283593652,3;300728168,3;267328957,3;287303311,3;267202773,9;259560995;279586639,9;254131209,9;285320721,2;286303229,8;291590220,5;279027136,4;286030466,8;295568491;277640588,5;302237218,3;278207465,5;266554326,3;291560393,2;267913328,3;286514900,4;292760527,7;309062372,6;281538769,2;306997771;303085302,9;293931279;303678174,5;282642004,2;273117517,6;303335695,1;271889639,9;277652967,6;255053082,7;314107080,7;327921522;360200804,1;346393511,7;328746885,2;299430371,9;253990298,9;133423920
41 Paraná;74712784,07;71314740,25;76914668,09;74232937,37;81709021,05;74994292,81;77031532,32;80711112,15;75628247,77;77690671,56;75102797,58;69165366,12;74223959,49;72966208,62;80913123,73;78136776,81;85401506,52;77801153,85;83520690,95;83839961,03;79187989,1;84988531,01;78726146,77;71086530,43;81233604,17;73976801,67;83934466,1;91658827,98;87747363,52;87786257,32;91300166,5;92866583,49;88693116,77;92453504,76;82386029,99;76977284,36;85535913,11;82974333,96;88169286,83;86569842,99;92568324,61;87767355,12;94614066,92;91494121,19;91343045,75;94904373,35;87565870,66;80303279,43;83539116,38;79573523,24;97763853,1;89986375,42;94201517,78;94110693,24;97516822,03;99118332,19;95940894,73;98263485,47;98791984,5;88996075,82;93324149,08;91925876,55;106199139,2;100621969,1;105829987,4;107370488,6;106307121,1;111180454,8;104105124,2;105530148,7;101123001,4;96708761,1;103855271,3;96464284,1;119141493,8;106027687,8;120535313;111725261,2;118590172,1;122122835,7;110693356,8;117567691,9;112457522,9;105558123,3;116133193,5;107075982,2;122331354,5;124731345,2;127079168,7;122616924;127991900,8;131257163,4;120647377,4;129530164;121810669,3;112984630,7;124159239,7;117715473,3;123907372,2;127457086,4;132598646,2;124865873,1;134671579,3;127174382;126196560,6;133870601,7;126221140,8;113567570,4;122323464,5;116125333,6;114767474,4;97736536,94;110975803,2;114971306,7;122929748,5;123453952,4;115051404,9;105314547,7;87548304,54;38510398,07
42 Santa Catarina;38839715,96;37219889,13;40786024,82;39123310,67;42630366,4;40945034,7;41805441,93;43011356,98;39879850,08;41062664,17;39076312,01;36818905,1;40494709,22;39174120,19;43074967,64;42577810,89;45915072,24;43110346,34;45055116,54;47248755,27;43236537,09;44686038,31;41191360,3;36935634,65;44881453,22;40454271,52;45613749,07;49013885,77;49004083,28;49083840,68;51627615,59;50202084,87;49990155,94;53214132,41;49771808,92;43440545,24;48166313,29;46187402,07;50680195,98;50133286,13;52070410,11;52660305,56;56215596,89;55329033,03;54800407,7;53963254,37;50787429,72;48017383,37;50090255,4;45512685,67;54932727,55;51985407,87;54968168,8;54729577,58;57327402,22;55392040,22;55516669,08;55685228,09;55064655,49;48138682,73;53223901,51;50972656,41;57604606,18;55325830,51;58535246,51;61295648,94;64339296,5;58646216,56;56247585,51;56509278,64;53316385,23;49127732,68;52421135,68;50134177,82;58977072,55;54104976,28;60205318,17;58296066,5;58367279,09;60181080,42;55168339,49;56655278,59;56074309,58;52426527,16;55212911,96;50094672,65;58814072,13;61161248,27;60098664,96;61237932,18;63709506,55;63072380,25;59360076,42;63985909,98;61563865,79;53917946,9;59452473,88;57180039,89;61547622,6;62775542,57;65831988,46;61828710,72;68759673,19;64503540,72;66093964,52;67767791,67;62660639,01;58332509,26;64673629,46;59780160,38;56955630,53;51394711,85;58095206,08;63110521,83;79292737,11;74741479,32;65629624,51;59188536,75;46484285,49;17124807,18
43 Rio Grande do Sul;66918913,09;61370763,6;69004974,8;66225068,29;72172669,74;70770992,38;70835358,17;73674390,94;68345974,5;70411134,32;68008922,1;65692039,28;71523795,74;64135041,24;73623568,14;69010258,19;76607693;74785423,89;76916947,25;78758125,55;69413475,17;77155562,05;69590896,9;67267196,31;78346443,99;66867562,81;76562940,15;82705691,47;82855387,3;80638411,68;87456538,74;84526389,95;81983921,89;87452330,1;82653691,49;77636567,05;83655725,66;75584443,38;82965053,06;83591917,31;87821405,54;85176008,81;90592156,29;89980046,86;90635544,74;93416548,53;86546826,85;81253607,98;85251478,27;75244263,84;95207075,63;86942229,17;91888536,34;90007690,88;92603617,28;90473944,46;87347767,93;87834001,13;86439585,98;80721707,52;85435165,82;79211931,13;89817937,75;85297352,28;91261106,84;91310016,17;90988329,52;93715417,41;86872326,19;87089975,07;81919639,76;81599478,03;87255987,99;76070420,2;93116698;83188379,66;95149948,63;93172414,99;94415257,59;94228158,01;86424773,65;91598179,14;85793700,48;82737574,48;91825671,54;77582012,38;91078325,19;91926773,8;91678131,98;90989887,85;94861008,1;96799643,23;87344269,09;97371100,06;90190767,67;81748880,3;92467100,02;85301000,44;91624338,7;92787953,22;99138993,77;95856649,01;103039417,9;98558726,48;94371567,58;96959162,76;91001359,39;88757686,45;97591297,78;85488519,32;84870302,39;76781358,05;87672229,28;96579257,6;108262286,2;110930024,9;107842649,6;102605590,2;81805638,23;29435091,82
50 Mato Grosso do Sul;11894027,89;11691745,82;13243933,73;12611967,81;13435139,24;12995272,5;13187128,48;12775178,56;12413572,78;12264289,91;12363566,12;11847750,53;12708242,94;12258350,15;14182591,88;12695741,9;14762600,11;12975434,65;14392056,82;14219267,16;13022123,35;14005248,97;13038497,92;11881218,15;13730382,17;12661202,29;13981801,71;14908567;13990063,33;14034238,59;14489842,07;14317099,43;14966682,5;15077394,04;14313501,17;13360775,96;14476457,54;13378691,64;14784850,66;14236961,4;16186722;14707272,2;15417812,14;15662494,1;15341501,78;15480496,35;14624058,44;13751928,71;14710586,61;13508328,95;16604367,15;15157091,25;15502849,68;15934364,42;16527263,93;15862246,77;15302118,92;15402132,94;14072639,15;14393171,71;15403297,01;15083598,31;16639323,85;15795236,63;17030861,02;16882187,6;16414064,06;16501941,24;16560277,08;15450100,36;15362815,06;14780996,5;16560677,33;14502733,75;17888222,97;15646601,91;18212081,17;16323017,6;16892566,36;17019787,73;15808304,19;16071645,95;15687000,65;15040368,93;16146431,63;14703494,87;16969878,14;17062906,92;17068192,56;17143032,3;17435039,9;18239321,45;16963131,37;17677185,62;16363926,26;16149109,15;16902636,63;16964922,58;17259392,23;18147562,63;19143242,28;17905638,97;18126954,44;19217982,14;18904364,43;18812185,96;18316480,8;17844511,04;18653499,98;17778713,83;17395566,03;15840122,8;17502042,14;19724932,28;23439324,43;22006408,61;19223080,74;15560699,31;10007099,28;2573368,31
51 Mato Grosso;11689015,87;10872461,88;12323295,29;11875884,32;12160036,15;11896466,92;11906914,01;12516431,55;11997454,95;12373709,66;12035040,67;11176334,25;11610941,96;11145146,92;13092059,07;12644904,77;13741937,46;12133022,98;13413397,53;12803915,37;12326096,33;12975315,73;12099723,62;11701936,75;12927077,68;11344659,97;13628326,37;13339717,57;13550755,07;13047614,48;12692112,31;13552226,24;12948758,03;14073754,39;13302924,19;12034350,69;13117006;12804374,54;14254604,83;14038170,78;14599236,3;13846204,38;14709530,15;13939134,36;13644617,9;14958564,62;13680626,69;12811566,48;13436951,56;12774769,97;15503274,19;14768137,25;15456624,27;14043844,09;15301276,96;14906771,53;14146225,75;14840947,44;14826046,63;14027102,89;14522409,72;14414918,94;16099384,26;15275703,67;15958963,89;15586368,03;15184179,55;16209122,59;15013671,23;15111332,72;13414332,43;13606690,44;14814707,16;13946471,26;16437915,6;15835149,88;16543674,21;16194037,75;16508402,55;16749377,27;15416292,84;16251545,59;14659894,99;14473688,3;15578896,35;14592428,67;17252931,32;15921801,14;16732272,17;16075073,71;16479008,11;16011187,69;15357273,96;16834151,93;15474405,82;14234942,3;15055383,98;14478906,98;15976701,25;16026760,63;17304334,81;16131820,19;16467803,96;16532335,42;15596133,69;16564324,2;15122951,39;13839763,36;15546808,82;14460455,16;14493916,52;12187688,07;14675991,52;18546814,06;20607616,79;20821166,83;19837310,49;17852444,48;13324830,22;7761853,18
52 Goiás;25579158,99;25471498,82;29974253,43;26873816,69;27686544,09;26403306,55;26844970,28;28867593,87;27706166,74;28825155,53;26661181,92;24578961,48;27684351,19;26656094,2;29594030,58;28050514,09;27532690,46;27783438,93;26725240,89;30368087,3;28019404,58;29376770,54;27079220,58;25639531,59;29457781,97;27694012,3;31502546,66;33905553,77;31961879,63;30693306,71;30712690,35;32848134,94;32803709,69;32718708,62;30995511,82;29448208,14;31991601,57;30186539,06;30974989,77;33682785,7;34131959,94;32480092,98;33303551,27;34444400,16;35797555,91;35382520,84;34397189,06;32890899,21;33007277,66;32000428,17;38262453,52;35120667,23;35872361,41;34561023,95;35980988;35717346,81;36161032,9;35272066,2;33696108,69;32471637,93;33040226,2;32743169,39;36436974,95;33475476,51;34410079,1;35572622,55;32772724,19;35861143,88;33990903,02;32728509,18;31351974,33;30963861,86;34034592,32;30933168,08;37554352,03;33650654,21;37001970,44;33674984,14;33967314,82;36908767,92;32740102,01;35630670,97;32563660,45;32392527,48;33752739,49;30943067,14;34880861,01;33784973,14;36405635,27;33521698,38;35373522,06;35398131,94;33802396,1;36041139,94;34891191,2;34078870,98;34795831,02;33288651,65;34960505,3;36227312,18;37805294,1;35392056,67;36493635,71;38492829,53;36391259,82;37213125;36288910,6;34074638,34;36405814,57;34237321,4;34798688,78;28760754,83;35094285,36;38867661,62;45568961,39;46663535,94;43165383,72;38774775,72;31946902,01;17495055,06
53 Distrito Federal;14611655,44;13510243,87;15156900,72;14830081,29;15039803,35;14533593,49;14152277,74;16203282,14;15545333,16;14984401,72;14517639,25;13660139,57;15243410,25;14058287,03;15756452,46;15264669,96;15568002,78;15122475,44;15049839,46;15498554,36;15242942,8;15813900,69;13666331,64;13168229,45;14102841,97;14463584,48;16204274,68;16661208,89;17035456,9;15936938,2;15619909,98;17207426,4;15938775,37;16919100,74;14950906,68;14385540,52;15347265,06;14538398,24;17060470,32;17181599,31;17255231,12;16249619,64;15587215,18;14954610,88;14309931,08;13765945,14;14020609,04;13730781,49;12285863,67;11946457,93;16993513,09;15989400,75;15248158,43;15169933,4;14584933,45;15253710,89;15831816,05;14370562,76;14396328,33;14069268,82;15556487,41;15629798,61;16692761,3;15922076,67;17503631,22;17529009,97;16547854,94;17770626,7;16588931,42;17420879,75;16551981,73;16108634,74;18097764,83;15392273,58;18699348,69;16523664,46;15531998,6;18573610,32;17541378,12;19143091,84;17949844,52;18200213,74;17409701,46;16038710,79;18976846,56;18389240,38;19746542,97;19508159,58;19463161,26;18400388,35;18783802,78;20291741,3;19388061,07;19677470,12;18397893,23;17564774,75;19662949,33;18270823,61;20046081,24;20602037,52;21101108,01;19361819,39;21514926,74;21133361,51;20963621,6;21333585,2;19617400,92;19207148,01;20429067,27;18249176,79;19611223,18;18164306,94;21639369,32;25039636,14;26275033,55;23622833,91;21152926,43;20500543,15;15285253,8;9767544,38
