Ano de atendimento;Mes atendimento;0101 Ações coletivas/individuais em saúde;0201 Coleta de material;0202 Diagnóstico em laboratório clínico;0203 Diagnóstico por anatomia patológica e citopatologia;0204 Diagnóstico por radiologia;0205 Diagnóstico por ultrasonografia;0206 Diagnóstico por tomografia;0207 Diagnóstico por ressonância magnética;0208 Diagnóstico por medicina nuclear in vivo;0209 Diagnóstico por endoscopia;0210 Diagnóstico por radiologia intervencionista;0211 Métodos diagnósticos em especialidades;0212 Diagnóstico e procedimentos especiais em hemoterapia;0214 Diagnóstico por teste rápido;0301 Consultas / Atendimentos / Acompanhamentos;0302 Fisioterapia;0303 Tratamentos clínicos (outras especialidades);0304 Tratamento em oncologia;0305 Tratamento em nefrologia;0306 Hemoterapia;0307 Tratamentos odontológicos;0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas;0309 Terapias especializadas;0310 Parto e nascimento;0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa;0402 Cirurgia de glândulas endócrinas;0403 Cirurgia do sistema nervoso central e periférico;0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço;0405 Cirurgia do aparelho da visão;0406 Cirurgia do aparelho circulatório;0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal;0408 Cirurgia do sistema osteomuscular;0409 Cirurgia do aparelho geniturinário;0410 Cirurgia de mama;0411 Cirurgia obstétrica;0412 Cirurgia torácica;0413 Cirurgia reparadora;0414 Bucomaxilofacial;0415 Outras cirurgias;0416 Cirurgia em oncologia;0418 Cirurgia em nefrologia;0501 Coleta e exames para fins de doação de orgãos, tecidos e células e de transplante;0502 Avaliação de morte encefálica;0503 Ações relacionadas à doação de orgãos e tecidos para transplante;0504 Processamento de tecidos para transplante;0505 Transplante de orgãos, tecidos e células;0506 Acompanhamento e intercorrências no pré e póstransplante;0603 Medicamentos de âmbito hospitalar e urgência;0702 Órteses, próteses e materiais especiais relacionados ao ato cirúrgico;0801 Ações relacionadas ao estabelecimento;0802 Ações relacionadas ao atendimento
2008;jan;3;497;1800060;22303;93852;22365;14107;558;370;3484;612;74940;45479;9217;2020394;438518;10656163;3576;8181;52955;;1942;35307;17146;24292;195;1784;3804;979;5038;12279;13055;8959;778;14131;1138;990;610;2115;1803;58;605;108;721;3;432;566;20621;27565;16500;293120
2008;fev;;540;1673658;22043;86068;21839;13521;540;480;3286;635;72481;43727;9551;1133277;122939;189487;3278;7678;49298;;1833;39631;17174;13532;223;1752;4054;1042;4775;12363;12793;9387;795;14167;1223;1016;583;2013;1704;76;627;96;679;1;455;537;22260;25713;16738;291201
2008;mar;;625;1936440;24762;104524;24846;14823;652;430;3681;685;81076;49827;10457;1093616;147107;125341;3501;8002;57446;;1950;36229;19403;14637;280;1827;4326;1193;5444;14057;13712;10691;997;15350;1384;1130;672;2137;2088;64;641;99;698;5;468;593;24635;27635;18563;343317
2008;abr;;669;2015181;25157;106879;23636;15113;765;412;3676;734;81647;48047;9876;1182648;155793;131729;3483;7728;54383;;1798;39982;18781;13893;262;1942;4470;1205;5392;13673;13557;10675;1015;14992;1349;1117;765;2167;2030;81;704;100;777;5;492;602;26418;27979;17367;358013
2008;mai;;727;2127411;24899;113751;24646;16035;821;493;3885;826;86266;48190;10417;1197404;178620;124368;3533;8054;56017;;1794;45140;19640;17563;254;1957;4225;1022;5184;13554;13852;9958;969;15134;1396;1126;687;2211;1888;111;696;106;777;3;419;599;29948;28207;17302;369294
2008;jun;;799;2022829;26704;112274;25280;16388;1028;571;3911;941;85329;47029;9767;1122420;183668;122985;3644;8462;56249;;1866;45137;18101;15409;314;2079;4903;1261;5693;14697;14687;11168;1138;14488;1519;1256;773;2190;2280;110;783;109;842;6;570;578;28213;31047;16350;369266
2008;jul;;894;2101631;25886;117739;26397;17279;1002;564;3992;936;87876;49451;9742;1147234;191661;129755;3885;8203;59093;;1905;48709;17581;23315;287;2099;4973;1322;5864;14351;15044;10846;1153;14883;1591;1282;701;1878;2183;87;870;90;881;13;598;636;31666;31206;16076;383594
2008;ago;;1068;2032697;26008;116964;27528;17522;1050;519;3975;845;86842;49673;9422;1098251;188610;147466;3669;7680;55255;;1980;47718;16978;22303;308;2109;5057;1589;5733;14925;14850;11162;1113;14416;1488;1266;702;1156;2189;96;818;109;892;11;560;614;33106;31755;16329;375018
2008;set;;1083;1880670;24792;111893;27001;16781;1052;493;4049;1040;85785;48236;9522;1089998;189231;147229;3649;7864;53301;;2052;47230;17046;24874;334;1982;5141;1756;5866;15043;14748;12084;1194;14934;1461;1245;704;839;2093;110;908;101;807;9;501;667;34401;30218;16625;364597
2008;out;;1113;2000769;26206;118216;27879;16925;1073;470;3870;961;84604;50386;9764;1130194;204012;154038;3627;8417;56464;;2221;51434;16335;30713;296;1969;5309;1939;5948;14995;15411;12066;1166;14473;1596;1277;727;863;2146;103;1055;120;985;7;606;700;39057;30760;15874;387037
2008;nov;;1012;1851443;23033;107482;25653;15751;1053;441;3531;787;76576;43454;9376;944962;175492;234980;3529;7464;48681;;2182;46132;15559;29057;262;1888;4663;1881;5326;13506;13877;10683;1029;13074;1323;1035;674;781;1914;80;1027;103;831;14;581;677;37627;27670;14924;349614
2008;dez;;961;1847831;19077;104820;23787;15463;969;357;3011;611;73754;42481;10825;901850;169852;106942;3275;7816;49271;;2227;49799;16857;29180;187;1797;3604;1313;4274;11691;13604;8439;835;14019;1357;1042;704;749;1379;93;1057;113;487;6;503;699;41524;24049;15204;339290
2009;jan;;1195;2028111;23449;108018;29030;17845;1334;616;3921;799;84143;46893;11437;954617;195317;137767;3806;8871;56541;;2227;56882;17685;35375;231;1901;3708;1342;5305;12553;13861;9388;976;14620;1408;1013;616;859;1776;94;1126;118;523;15;529;725;40496;28296;16763;368776
2009;fev;;1108;1851434;21939;98487;26802;16448;1129;451;3645;674;77396;42043;11602;914740;179730;113048;3384;8154;49452;;2103;48957;17502;37428;261;1857;3704;1574;4851;12251;12940;9149;907;14145;1346;1024;639;857;1645;76;1011;107;489;10;485;609;34958;26627;15856;344700
2009;mar;;1476;2255571;28029;122884;32474;19747;1449;663;4577;855;92223;50317;13367;1169542;230459;143458;4194;9770;58339;;2373;60402;19700;44153;335;2224;5022;2073;6471;15680;15559;11823;1226;16297;1702;1276;791;1030;2338;121;1247;121;534;12;554;745;44782;32704;17803;420683
2009;abr;;1408;2134788;24288;123968;29457;18500;1260;553;4283;838;87230;47612;13227;1249970;240121;216876;3824;8806;54895;;2296;58995;18983;39979;270;2028;4398;1704;5671;14143;14336;10481;1060;15339;1566;1154;740;928;1882;93;1188;163;598;14;448;705;41236;30834;16716;417416
2009;mai;1;1471;2258435;27423;130523;32126;20659;1443;558;4839;831;92695;49935;13561;1263882;259963;138541;3876;8948;59393;;2311;63028;18373;43070;286;2297;4762;1948;6206;15265;15414;11297;1216;15183;2757;1125;794;964;2384;115;1210;132;649;17;462;734;41290;31732;17909;423592
2009;jun;;1419;2236349;26187;130425;30629;20616;1321;510;4686;981;94009;49625;13334;1234342;258026;132271;3941;9016;55986;;2176;63913;17570;40770;284;2202;4462;2008;6279;15183;15415;11580;1170;14759;1817;1126;747;1001;2373;141;1204;142;666;21;431;700;44621;33237;16608;424968
2009;jul;;1433;2345109;27604;140171;32307;21078;1378;539;5196;1014;94027;55300;12984;1318909;269586;128844;4186;9439;61922;;2268;67255;17290;37794;285;2139;4946;2014;6271;14370;15437;11597;1233;15210;1734;1190;736;1048;2407;145;1390;136;630;12;437;814;45937;32503;16399;436735
2009;ago;;1606;2371390;29821;147500;32939;22135;1572;530;5013;1002;92349;50535;13110;1259713;276121;120785;4158;8714;58180;;2249;69625;17044;39344;302;2383;5088;1884;6493;15362;15820;12285;1219;15048;1810;1334;757;1167;2736;140;1391;112;564;18;376;840;46133;32436;16337;426215
2009;set;;1653;2338276;29691;138800;32530;20602;1466;522;4861;913;92387;51049;13510;1204553;264636;147761;4204;9091;59350;;2391;66524;17672;39661;278;2270;5055;2224;6216;15569;15361;12188;1182;15689;1733;1284;755;1185;2649;154;1410;136;575;20;438;779;46806;31697;17313;414437
2009;out;;1625;2380217;29495;139794;32630;21727;1545;533;4987;1019;94597;51561;12316;1176598;275420;123959;4181;9412;57406;;2655;68168;16282;40650;315;2335;5032;2051;6385;15705;15627;11815;1106;14892;1738;1353;757;1176;2427;131;1402;150;648;21;438;799;50454;34089;16118;430829
2009;nov;;1539;2229803;29008;129617;32063;21105;1392;562;4771;852;87554;50831;11954;1087789;265107;185189;4316;9336;55442;;2774;64166;15335;36581;288;2254;4687;1993;5956;15262;15260;11238;1071;13527;1622;1332;679;1175;2464;123;1297;119;582;18;385;813;48134;31005;15399;402448
2009;dez;;1185;2101111;23352;121484;29248;20510;1294;383;3908;779;85100;47669;13400;1020751;242702;126031;4068;8415;53212;;2780;63801;15734;35514;183;2065;3763;1377;5027;12646;13843;9342;881;14152;1551;1206;671;1082;1958;121;1114;109;491;18;300;747;42854;28404;15103;378970
2010;jan;;1487;2344680;27118;131823;34358;22957;1597;553;4941;855;93513;53003;14108;1109544;272322;143649;4580;10249;58400;;2817;73278;18176;42108;253;2155;4064;1535;5912;13869;14466;10295;1060;15444;1685;1260;608;1202;2470;150;1336;123;587;28;425;790;53900;30377;16501;426243
2010;fev;;1859;2135373;25653;122540;31198;20971;1502;565;4532;839;87837;48582;13601;1026708;240483;114513;3871;9209;55412;;2637;61118;17586;36466;274;2108;4132;1634;5820;13686;13766;10015;998;14370;1553;1266;636;1177;2270;102;1300;139;564;21;402;728;47840;31796;17045;390633
2010;mar;;1829;2482122;32741;147982;36964;24228;1785;631;5426;994;101317;55855;15296;1328918;300854;167805;4857;10538;61922;;2780;69578;19847;40096;393;2573;5560;2230;7313;17128;16398;13583;1380;16109;1924;1543;811;1398;2975;132;1548;163;727;30;521;873;59930;37592;20616;462465
2010;abr;;1550;2406423;28547;144903;34223;23893;1596;621;5272;901;94077;54610;14244;1355737;299398;136816;4368;9582;59659;;2593;65284;17971;45673;292;2345;4611;2154;6543;15324;15170;11522;1116;15200;1878;1302;729;1243;2509;122;1558;141;651;18;431;860;62887;36911;18829;451577
2010;mai;;1608;2503729;30590;151353;34797;24805;1806;642;5372;1018;101465;54575;14556;1341710;314779;177519;4349;9956;58989;3;2794;65100;18744;48031;345;2537;4856;2313;7036;16570;16925;12970;1272;15434;1946;1358;814;1426;2688;113;1687;135;606;28;401;890;59170;40041;20159;455454
2010;jun;;1562;2490197;28949;147412;33429;23912;1702;642;5100;1082;100836;53738;14664;1311075;310967;171675;4245;10025;55967;;2706;65339;17707;50679;288;2342;4329;2106;6735;14879;15355;11901;1176;14705;1839;1229;716;1315;2426;134;1651;160;723;20;415;865;58256;37942;18196;442260
2010;jul;6;1522;2513920;28181;147703;33564;24758;1818;626;5317;1181;99634;53365;14013;1302515;293265;160428;4338;10216;56443;20;2747;65820;17339;51878;299;2382;4684;2526;6787;15213;15919;11657;1029;15036;2071;1432;792;1344;2499;130;1687;155;636;6;401;866;57628;35791;18063;444489
2010;ago;4;1480;2616286;32393;152500;35813;25465;1767;630;5620;1207;104245;57181;13307;1359082;301142;354371;4498;10948;59377;29;2882;68864;16069;56401;330;2572;5115;2420;7227;17127;17071;13742;1261;14924;2181;1459;894;1414;3012;170;1784;153;631;8;380;918;56580;41085;17807;457563
2010;set;6;1512;2506558;29398;145715;34238;25242;1797;540;5397;1043;97414;56202;13022;1274380;287940;203676;4324;10642;56986;61;2835;68601;16428;51773;324;2243;4706;2107;6800;15359;15787;12102;1088;14463;2110;1277;887;1302;2567;141;1689;145;573;13;365;833;54745;36610;17896;444456
2010;out;1;1594;2520934;29085;139230;33802;24711;1823;653;5191;1194;97906;52387;12586;1274100;280550;375848;4182;10586;55382;60;3022;69710;15509;53028;266;2357;4592;2356;6617;15476;15721;11888;994;14344;2004;1169;727;1312;2486;168;1740;168;614;16;443;840;57336;37501;16365;447437
2010;nov;11;1626;2488104;30026;136906;33547;24627;2074;666;5368;1142;96450;52852;12456;1200821;281953;270237;4581;10339;55014;73;3094;63863;15395;53747;297;2200;4138;2376;6582;15528;16004;12539;1031;14122;1935;1238;809;1300;2607;154;1581;136;490;15;425;860;51239;36876;16497;423617
2010;dez;2;1439;2417645;26390;131076;31961;24073;1659;541;4878;854;92799;49408;13482;1152639;270384;174527;4505;10501;51536;95;3067;66340;16744;53843;244;2209;3885;1775;5614;13570;15339;10067;846;14801;2721;1184;723;1292;2137;165;1667;153;468;5;380;890;56429;33630;16856;401658
2011;jan;1;1734;2619358;30045;136243;36385;26020;2136;664;5292;1037;103998;56975;14711;1216787;284853;225894;5040;11211;58750;22;3211;68446;18470;55212;280;2376;4647;1816;6434;14731;15410;11209;1119;15390;2393;1255;431;1440;2637;183;1707;128;506;6;406;989;58822;36642;19272;442980
2011;fev;7;1629;2408123;30260;128967;34203;25352;1947;683;5212;1067;99530;53340;13795;1184326;273398;188776;5056;10061;55901;74;2983;68889;17948;51975;365;2403;5201;2234;6670;15461;15167;12089;1102;14602;2950;1247;368;1357;2724;143;1690;105;495;8;377;1097;55116;37943;19003;418150
2011;mar;2;1782;2718748;30710;148429;36426;27299;2134;668;5501;1082;109678;57877;15734;1401562;301921;227375;6519;11605;60644;63;3133;71804;20286;50944;309;2438;5365;2422;6972;16237;16137;12247;1095;16769;2765;1313;274;1457;2760;188;1710;99;497;6;433;3024;60750;39474;21116;470695
2011;abr;17;1515;2535443;27875;146540;33503;26379;1977;624;5165;1030;99950;54055;14774;1403680;296958;296718;8315;11432;57270;98;3210;67073;18337;47632;305;2373;4915;2263;6676;14803;15096;11155;993;15606;3179;1243;197;1317;2501;152;1747;126;543;7;429;5442;59106;37921;18780;446143
2011;mai;36;1857;2683619;32859;156358;38899;28888;2234;870;6118;1300;108805;57996;15296;1420660;332007;334345;10546;12244;60267;148;3239;76578;18945;56938;373;2526;5732;2772;7684;17074;17272;13106;1294;16398;3051;1351;255;1457;3024;167;1993;109;543;21;417;8422;62682;46397;20797;458361
2011;jun;17;1696;2577056;29372;149839;34624;27248;2052;658;5315;1188;102592;52359;14450;1410040;310916;391262;9977;11834;53293;116;3041;74224;17472;50237;281;2356;5210;2373;7057;15388;16246;11985;1046;14998;3132;1197;291;1384;2643;178;1948;133;566;21;421;7735;61512;41909;18812;440727
2011;jul;2;1751;2707397;30278;158484;36860;29802;2404;816;5546;1200;104827;56029;15053;1393806;319980;363214;10307;12674;57865;107;3197;76969;17391;52033;331;2431;5171;2431;6973;15585;16692;11768;1093;15219;2678;1413;232;1385;2635;211;1915;147;598;22;495;8040;61751;41381;19055;447747
2011;ago;19;1948;2814474;34410;158387;38774;30234;2422;852;6228;1333;107472;59246;14766;1442309;333682;377091;11299;13760;61129;226;3162;78930;16663;56874;342;2555;5820;2604;7616;17391;17736;13658;1286;15310;3033;1446;267;1558;2988;203;1860;151;601;16;448;8464;57655;45251;18246;473309
2011;set;33;1819;2618588;31445;147984;35833;28524;2237;794;5636;1232;101083;54600;14040;1381660;313651;366381;10194;13020;55374;109;3201;77206;15284;58719;297;2383;4939;2368;6969;15554;16357;12102;1103;14508;2796;1377;239;1484;2732;213;1736;88;517;6;420;8004;57572;41021;14809;448476
2011;out;31;1732;2662694;32502;148510;36368;29094;2382;732;5646;1082;100137;54760;14270;1390573;306985;341462;10745;12112;55039;166;3358;75967;14777;59074;322;2530;5312;2466;6347;16220;16582;12186;1076;14350;3213;1286;227;1385;2796;199;1895;106;570;18;474;8651;60470;40187;15497;452087
2011;nov;20;1765;2574207;30832;140348;35359;27231;2214;733;5398;1133;96213;52561;13850;1286355;307197;318811;10241;11955;53815;325;3135;75626;14363;57998;302;2436;5111;2299;6228;15500;15812;11342;1066;13974;2623;1293;222;1432;2590;156;1685;109;542;8;416;7938;58628;40000;15024;439570
2011;dez;20;1530;2482383;28230;138537;33439;27250;2017;589;5129;923;91531;52610;15028;1187462;289413;315651;10272;11378;52489;274;3255;71569;15546;56735;250;2330;4303;1701;5399;13942;15215;9636;875;14633;3417;1239;190;1391;2247;163;1507;105;522;17;332;7129;56211;38282;15638;397959
2012;jan;26;1909;2752266;33749;151661;39556;31158;2675;905;6037;1196;103171;61283;16134;1224862;314921;337929;12136;13135;62109;164;3330;78752;16969;59158;327;2411;4840;2066;6732;15867;16008;11184;1117;15405;3199;1267;186;1534;2961;190;1778;128;641;24;442;7671;68821;43812;17993;444294
2012;fev;17;1624;2522187;30200;141667;35483;29222;2194;775;5354;1019;97299;55457;16384;1218807;292341;307313;11119;12165;54311;208;3293;71020;17430;56122;301;2214;4701;2184;6236;14390;14866;10626;1015;15238;2680;1130;201;1507;2655;170;1694;110;578;17;401;7254;60880;39323;17042;419211
2012;mar;25;2140;2809952;36047;157273;39371;31180;2616;900;6160;1240;108916;59074;18713;1467738;338314;323993;12349;12892;58231;285;3493;80527;19357;61419;377;2601;5544;2788;7108;16935;16995;12299;1166;17345;3450;1326;289;1619;2898;143;2007;100;513;20;457;8334;64551;43583;20432;482406
2012;abr;3;1926;2642059;33315;153928;35680;29287;2322;753;5762;930;102048;56897;16989;1458712;334654;305970;11154;11689;56354;369;3192;79692;17613;57956;324;2299;4933;2451;6601;15190;15276;11166;1081;15746;2844;1153;278;1468;2836;160;1729;96;499;5;414;7184;57174;39805;18124;469793
2012;mai;25;1939;2893654;37270;167230;38879;31871;2617;884;6139;1139;111523;61807;17535;1628804;374381;313015;12042;13417;59401;224;3306;82504;17887;62447;368;2482;5525;2751;7481;17042;17002;12538;1290;16522;3895;1273;245;1548;3283;142;1763;107;572;19;430;8007;59099;45117;19150;509292
2012;jun;3;1766;2747789;31959;159737;35923;30178;2321;743;5633;1085;102508;59287;15999;1527081;342203;352535;10625;11459;57767;156;2980;85438;16513;59050;302;2461;4730;2410;6730;15315;15588;11066;1048;15160;4253;1083;211;1517;2725;126;1620;92;493;18;334;7381;53635;40177;17102;477783
2012;jul;1;1905;2852778;33284;165578;37553;32300;2606;876;6204;1069;107133;60457;16732;1495463;344226;325881;11668;12082;58245;278;3126;81467;16465;60869;312;2495;5187;2844;7059;15922;16866;11642;1138;15839;5753;1267;192;1550;2970;154;1703;93;491;12;418;7406;54889;46230;18019;483123
2012;ago;1;1970;2902922;35234;163332;39323;31819;2679;855;6252;1164;108045;62733;17264;1444148;351002;321145;11606;12437;60449;280;3361;84304;15936;65069;339;2711;5740;3029;7611;17460;17524;13069;1250;15914;5289;1298;296;1676;3127;198;1810;111;591;28;418;7636;60141;49061;17625;482440
2012;set;;1985;2809558;32780;154930;36513;31225;2291;820;5938;1102;101124;59218;22238;1332421;340448;296207;11023;11989;55497;200;3196;80020;16041;62566;308;2468;4940;2570;6910;15919;16175;11852;1141;15202;6256;1135;254;1564;2864;233;1638;96;523;15;407;7118;56315;42984;17495;457194
2012;out;17;2319;2983771;34800;159704;39528;33621;2621;853;6520;1144;108206;60644;25784;1753189;360456;677863;12347;13033;56879;265;3499;129146;16005;71820;338;2634;5640;3040;7510;16948;17024;12666;1271;15777;5840;1265;286;1778;3122;254;1861;79;475;29;397;8426;59259;46123;17287;495388
2012;nov;24;1789;2710226;30158;144142;35106;30238;2297;691;5497;974;96769;55595;28066;1234941;321511;291536;11055;12186;53364;180;3200;78582;14585;59193;297;2329;4445;2354;6281;14935;14982;10648;976;14467;4963;1143;233;1528;2663;252;1894;88;490;16;386;7829;56207;38257;15118;445264
2012;dez;2;1624;2594020;26471;137466;33660;29622;2098;603;4954;903;90319;53895;39004;1172516;293998;284325;10493;11582;52775;111;3339;74474;15759;54976;246;2166;4084;2120;5425;13331;14528;8692;808;14517;2969;1157;182;1512;2135;308;1711;87;442;16;310;7719;53701;34573;15745;417368
2013;jan;7;2239;2924477;31689;149364;38771;33107;2711;990;5989;1133;104552;61648;54261;1358455;346414;376261;12827;13196;58764;102;3350;89105;16762;65389;273;2471;4694;2306;6559;15232;16218;10334;955;15993;4114;1069;241;1773;2937;322;2139;119;599;27;362;8524;58043;40862;18155;462766
2013;fev;37;2076;2560833;28463;132807;35032;28384;2202;763;5326;915;95241;54546;55998;1197861;300094;308561;11037;12200;51592;303;3111;71828;16329;57614;227;2192;4273;2255;5903;13710;14016;9402;886;15116;3592;994;213;1547;2591;285;1804;73;435;23;333;7425;53821;35708;16595;415360
2013;mar;12;2087;2930275;32200;156406;38215;33057;2500;830;6188;1154;106679;61345;64034;1421086;348054;310295;11834;13546;60148;274;3405;81884;17684;67530;315;2530;4874;2669;6703;15954;15782;11215;965;16165;4421;1118;336;1707;3201;364;2078;105;656;41;420;8176;64166;38942;18384;476911
2013;abr;10;2370;3007892;35033;165458;38357;32776;2517;892;6047;1195;107857;60608;67267;1604381;344186;288360;12309;13123;58337;287;3258;85911;17570;69410;332;2555;5300;3160;7258;16825;16069;11898;1023;16585;3694;1150;268;1760;3487;365;2019;119;706;21;456;8721;61423;42905;18575;495079
2013;mai;41;2274;3038366;33328;166201;38033;33162;2439;756;5949;1116;106185;60765;70340;1602996;360912;297627;12739;12929;57685;295;3194;87331;17842;71136;291;2655;4939;3177;7224;15784;15628;10873;920;16172;4632;1191;310;1670;3440;373;2038;123;674;10;432;8893;65912;41943;19209;508535
2013;jun;28;2386;2907452;34731;159660;36175;31356;2578;748;6023;1098;107378;59185;75234;1562893;356026;277585;11545;12255;56005;355;3013;84400;16172;73212;300;2454;5039;2920;7343;15744;15786;11433;941;15349;5872;1129;323;1544;3777;342;1914;82;521;21;350;8575;59685;41957;16911;487995
2013;jul;11;2500;3056809;35317;164185;37516;34255;2861;863;5815;1254;109280;59927;78949;1532553;377081;288803;12560;12369;58325;166;3231;91407;16180;71481;300;2595;5057;3318;6948;15751;16807;11260;1022;15740;4017;1188;258;1692;3782;363;2289;119;616;27;411;9414;65813;43602;16872;499736
2013;ago;9;3008;3065034;37201;166040;39328;34529;2708;904;6287;1352;110331;61999;77326;1505590;394500;281472;12971;13431;61688;268;3327;92157;15885;75465;302;2657;5197;3267;7601;16587;17384;12364;1122;15480;4248;1269;354;1860;4011;359;2225;124;596;21;378;9140;65000;47053;16914;500518
2013;set;3;2810;2949143;37504;156067;37933;34349;2697;897;6206;1307;105049;58842;68669;1400919;364453;302252;12703;12639;56106;362;3257;88164;14938;66091;313;2549;5199;3258;7441;16485;16843;12372;984;15160;3918;1210;384;1785;4036;381;2089;107;596;29;399;8124;58538;43533;16475;478754
2013;out;28;3037;3089697;38832;160968;40662;35125;2716;882;6376;1213;110055;60115;79104;1436833;379028;627143;13316;13811;59229;214;3514;93878;14826;68584;349;2779;5553;3264;7624;17127;17379;12385;1077;15546;4277;1221;359;1757;4138;386;2404;110;604;19;379;9792;63387;45912;15857;504822
2013;nov;8;3028;2852809;32094;146320;36924;32723;2630;703;5821;1067;100853;55855;68285;1307097;347231;301933;12253;12522;53835;219;3469;82494;14707;61026;263;2434;4751;2884;6672;15363;15688;10463;875;14393;3245;1112;333;1678;3442;354;2188;134;709;14;402;8296;64807;43223;14865;472154
2013;dez;3;2758;2722711;28636;138436;34470;32100;2404;504;5372;862;95915;54020;71875;1233973;333966;274646;11641;12813;53469;106;3429;83022;15538;60694;193;2276;3989;2076;5753;13567;15107;9092;719;14943;3216;1065;218;1710;2963;385;2009;116;500;23;288;8312;61343;38821;15236;445724
2014;jan;9;3351;3070360;33947;149720;40322;36593;3006;797;6541;1188;111461;60413;84450;1355201;386420;461901;14452;14618;59887;195;3493;86605;17069;68173;284;2512;4846;2615;7122;15735;16347;10820;935;16542;3270;1239;286;1933;3894;446;2182;121;620;31;380;9308;66354;43828;17091;484395
2014;fev;24;3539;2796213;27144;142086;37034;33098;2663;756;5797;980;104534;57178;72921;1297658;368457;302858;11972;13255;54466;254;3324;89111;16069;66624;287;2473;4898;2752;6720;15589;15682;11186;1001;15294;3151;1251;355;1841;3908;371;2153;113;564;9;407;8462;62536;42034;16013;455280
2014;mar;59;3965;3032561;34084;156818;40381;36588;2914;854;6320;1091;117076;58427;89273;1406427;379954;256813;13211;13263;57308;340;3684;85675;18594;69840;301;2533;4780;2778;7166;15903;16252;11118;946;16886;4020;1193;285;1768;3848;409;2308;146;684;15;436;8860;65821;45147;17843;497409
2014;abr;9;4520;2994133;34962;157668;39501;34667;2729;852;5850;1045;114721;57244;78369;1499346;366867;255946;13163;13284;55376;211;3372;81804;17992;67637;286;2533;4813;2850;6775;15828;16202;11210;1004;16518;4319;1289;293;1891;3965;407;2204;122;625;20;370;8728;62209;40698;16859;507709
